timestamp,open,high,low,close,volume
2025-08-12 04:05:00,24563.409983,24565.228052,24561.33219,24564.448879,159
2025-08-12 04:10:00,24564.189155,24565.7475,24558.2155,24562.111362,146
2025-08-12 04:15:00,24561.33219,24566.007224,24560.293293,24564.968328,135
2025-08-12 04:20:00,24564.448879,24569.643362,24555.358535,24556.397431,369
2025-08-12 04:25:00,24556.657155,24564.968328,24555.618259,24564.968328,124
2025-08-12 04:30:00,24565.228052,24566.007224,24557.955776,24559.773845,140
2025-08-12 04:35:00,24560.293293,24568.085017,24560.293293,24564.968328,224
2025-08-12 04:40:00,24566.007224,24566.007224,24557.436328,24561.072466,253
2025-08-12 04:45:00,24559.514121,24569.123914,24559.254397,24566.007224,250
2025-08-12 04:50:00,24565.7475,24572.500328,24563.150259,24563.929431,235
2025-08-12 04:55:00,24563.669707,24563.669707,24553.280742,24555.358535,390
2025-08-12 05:00:00,24555.358535,24557.176604,24548.086259,24551.462673,372
2025-08-12 05:05:00,24551.722397,24553.540466,24544.969569,24547.307087,400
2025-08-12 05:10:00,24547.826535,24564.708604,24547.047362,24563.929431,441
2025-08-12 05:15:00,24564.448879,24564.968328,24556.91688,24561.33219,250
2025-08-12 05:20:00,24560.553017,24564.189155,24559.254397,24563.150259,162
2025-08-12 05:25:00,24562.890535,24564.968328,24551.982121,24553.80019,332
2025-08-12 05:30:00,24553.80019,24561.591914,24553.80019,24556.91688,278
2025-08-12 05:35:00,24556.397431,24557.176604,24548.865431,24550.943224,242
2025-08-12 05:40:00,24552.501569,24560.553017,24551.722397,24555.877983,203
2025-08-12 05:45:00,24556.657155,24557.696052,24550.6835,24555.098811,220
2025-08-12 05:50:00,24555.877983,24558.994673,24552.761293,24552.761293,170
2025-08-12 05:55:00,24552.761293,24557.436328,24550.6835,24554.579362,212
2025-08-12 06:00:00,24554.839086,24555.618259,24546.527914,24550.6835,381
2025-08-12 06:05:00,24549.38488,24550.423776,24538.476466,24538.995914,387
2025-08-12 06:10:00,24539.255638,24539.515363,24526.78888,24529.90557,489
2025-08-12 06:15:00,24528.866673,24547.047362,24527.308328,24546.527914,488
2025-08-12 06:20:00,24547.047362,24550.6835,24541.593156,24542.632052,406
2025-08-12 06:25:00,24544.190397,24544.450121,24537.177845,24542.891776,267
2025-08-12 06:30:00,24542.891776,24554.839086,24540.294535,24550.6835,342
2025-08-12 06:35:00,24550.164052,24556.91688,24548.605707,24549.904328,290
2025-08-12 06:40:00,24549.125156,24551.462673,24541.85288,24541.85288,335
2025-08-12 06:45:00,24542.632052,24545.229294,24534.32088,24534.840328,712
2025-08-12 06:50:00,24534.580604,24551.202949,24528.866673,24549.38488,661
2025-08-12 06:55:00,24549.125156,24561.851638,24549.125156,24560.033569,537
2025-08-12 07:00:00,24560.553017,24570.422535,24558.994673,24567.046121,606
2025-08-12 07:05:00,24567.825293,24569.903086,24558.2155,24562.63081,757
2025-08-12 07:10:00,24562.371086,24578.473983,24560.033569,24575.876741,630
2025-08-12 07:15:00,24574.318397,24574.837845,24567.565569,24570.682259,424
2025-08-12 07:20:00,24571.721155,24581.850396,24558.734948,24581.071224,907
2025-08-12 07:25:00,24580.8115,24600.031086,24576.136465,24589.382396,1463
2025-08-12 07:30:00,24583.149017,24688.337291,24582.889293,24682.363636,9851
2025-08-12 07:35:00,24682.103912,24731.711222,24680.026119,24718.465291,6474
2025-08-12 07:40:00,24717.945843,24748.853015,24704.180464,24711.193015,5133
2025-08-12 07:45:00,24711.452739,24729.373705,24702.622119,24723.919498,3098
2025-08-12 07:50:00,24724.179222,24724.958394,24709.894395,24720.28336,1841
2025-08-12 07:55:00,24720.802808,24725.997291,24691.973429,24697.947084,3377
2025-08-12 08:00:00,24697.167912,24709.115222,24664.962119,24668.857981,4892
2025-08-12 08:05:00,24669.117705,24673.013567,24649.378671,24659.767637,3451
2025-08-12 08:10:00,24660.027361,24670.935774,24654.053706,24662.105154,2410
2025-08-12 08:15:00,24661.066257,24666.520464,24650.677292,24662.364878,1858
2025-08-12 08:20:00,24661.84543,24662.105154,24645.482809,24648.339775,1030
