Date,FirstImpulse,ImpulseMFE,ImpulseMAE
2011-01-11,Down,12.473112014285562,3.0385769857143714
2011-01-12,Down,6.62591658928568,10.349139410714542
2011-01-13,Down,4.3921911964284845,10.534150803571265
2011-01-14,Down,2.944503128571796,23.68877487142845
2011-01-17,Up,0.6187960607139757,17.819626939285627
2011-01-18,Up,29.29242458928593,3.77966741071441
2011-01-19,Down,38.99350156071432,4.029485439285509
2011-01-20,Down,24.512441057142496,5.632916942857264
2011-01-21,Down,29.64258747142867,1.673464528571003
2011-01-24,Up,26.891457507142604,10.570735492857239
2011-01-25,Up,10.66585427857126,11.577322721428573
2011-01-26,Down,3.8956919535717134,21.56689204642862
2011-01-27,Up,10.501748507142565,9.692715492857133
2011-01-28,Down,75.29231802142885,1.973454978571226
2011-01-31,Down,13.537188999999671,23.046984000000066
2011-02-01,Up,30.843593314285954,3.3991916857144133
2011-02-02,Up,5.948586474999956,9.855775524999899
2011-02-03,Up,7.390002967857072,28.316149032142675
2011-02-04,Down,0.8884732500000609,23.98876375000009
2011-02-07,Up,16.61025992142868,2.998857078571291
2011-02-08,Up,12.590181707143074,5.848241292856983
2011-02-09,Up,2.930914832142662,14.62948816785729
2011-02-10,Down,0.5069525035714832,28.760385496428626
2011-02-11,Up,24.01803186785719,3.7859401321429687
2011-02-14,Up,5.916182871428646,4.327385128571223
2011-02-15,Down,5.163594328571435,10.348094671428498
2011-02-16,Up,12.571367128571183,6.1597298714291355
2011-02-17,Up,13.729516989285912,2.0748450107139433
2011-02-18,Down,12.965430317857226,8.692399682142877
2011-02-21,Down,16.423158071428134,0.8445719285714404
2011-02-22,Down,46.174452039285825,10.604183960714181
2011-02-23,Up,6.479580542857093,45.32360845714311
2011-02-24,Down,22.042486996429034,20.102480003571145
2011-02-25,Up,23.57588617500005,1.0086778249997224
2011-02-28,Up,4.086974921428919,25.473037078570997
2011-03-01,Down,56.40338683571417,1.8386161642861225
2011-03-02,Up,27.075422878571317,7.752709121428779
2011-03-03,Up,27.211307578571905,2.93405042142831
2011-03-04,Down,25.471991385713864,6.429407614285992
2011-03-07,Down,67.04206361785691,4.0775673821431155
2011-03-08,Down,9.010159153571294,34.89084784642864
